	Significant	X.Log.P.value.	Difference	Majority.protein.IDs	Protein.IDs	Protein.names	Gene.names	id	Fasta.headers	Peptide.counts..all.	Peptide.counts..razor.unique.	Peptide.counts..unique.	Number.of.proteins	Peptides.LM2_WCL_1	Peptides.LM2_WCL_2	Peptides.LM2_WCL_3	Peptides.MDAMB231_WCL_1	Peptides.MDAMB231_WCL_2	Peptides.MDAMB231_WCL_3	Unique.peptides.LM2_WCL_1	Unique.peptides.LM2_WCL_2	Unique.peptides.LM2_WCL_3	Unique.peptides.MDAMB231_WCL_1	Unique.peptides.MDAMB231_WCL_2	Unique.peptides.MDAMB231_WCL_3	Sequence.length	Sequence.lengths	Identification.type.LM2_WCL_1	Identification.type.LM2_WCL_2	Identification.type.LM2_WCL_3	Identification.type.MDAMB231_WCL_1	Identification.type.MDAMB231_WCL_2	Identification.type.MDAMB231_WCL_3	Sequence.coverage.LM2_WCL_1....	Sequence.coverage.LM2_WCL_2....	Sequence.coverage.LM2_WCL_3....	Sequence.coverage.MDAMB231_WCL_1....	Sequence.coverage.MDAMB231_WCL_2....	Sequence.coverage.MDAMB231_WCL_3....	Symbol.color	Symbol.type	Symbol.size	Show.label	Only.identified.by.site	Reverse	Potential.contaminant	Student.s.T.test.Significant.LM2_MDA	Student.s.T.test.significant	Peptides	Razor...unique.peptides	Unique.peptides	Sequence.coverage....	Unique...razor.sequence.coverage....	Unique.sequence.coverage....	Mol..weight..kDa.	Q.value	Score	Student.s.T.test.p.value.LM2_MDA	Student.s.T.test.q.value.LM2_MDA	Student.s.T.test.Difference.LM2_MDA	Student.s.T.test.Test.statistic.LM2_MDA	LFQ.intensity.LM2_WCL_1	LFQ.intensity.LM2_WCL_2	LFQ.intensity.LM2_WCL_3	LFQ.intensity.MDAMB231_WCL_1	LFQ.intensity.MDAMB231_WCL_2	LFQ.intensity.MDAMB231_WCL_3	DEGs	DEPs	namesdep
559	+	2.64067638779356	1.4744249979655	P11388	P11388	DNA topoisomerase 2-alpha	TOP2A	949	DNA topoisomerase 2-alpha OS=Homo sapiens OX=9606 GN=TOP2A PE=1 SV=3	32	32	25	1	24	23	20	11	12	16	18	18	15	7	6	11	1531	1531	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	20.6	21.1	16.5	9.3	9.3	13.1	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	32	32	25	27.9	27.9	22.5	174.38	0	77.342	0.00228730253976476	0.0108065268065268	1.4744249979655	6.9210089866032	28.8907871246338	29.2742214202881	28.6426849365234	27.6621398925781	27.292459487915	27.4298191070557	UP	UP	TOP2A
922	+	3.54213616905218	1.47222010294596	P40123	P40123	Adenylyl cyclase-associated protein 2	CAP2	1451	Adenylyl cyclase-associated protein 2 OS=Homo sapiens OX=9606 GN=CAP2 PE=1 SV=1	16	15	15	1	14	15	14	4	5	10	13	14	14	4	5	10	477	477	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	42.6	46.1	44.4	16.1	15.3	35.2	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	16	15	15	48.2	46.5	46.5	52.823	0	88.763	0.000286988061619454	0.00383625730994152	1.47222010294596	11.8854660173892	28.7150897979736	28.6204490661621	28.7999591827393	27.1948852539063	27.0710182189941	27.4529342651367	UP	UP	CAP2
1092	+	1.65334005745632	1.45847956339518	P51965	P51965	Ubiquitin-conjugating enzyme E2 E1	UBE2E1	1682	Ubiquitin-conjugating enzyme E2 E1 OS=Homo sapiens OX=9606 GN=UBE2E1 PE=1 SV=1	3	3	1	1	3	2	3	1	2	2	1	1	1	1	1	1	193	193	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	26.9	21.2	26.9	11.9	17.6	21.2	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	3	3	1	26.9	26.9	11.9	21.404	0	10.077	0.0222156969542508	0.0345368983957219	1.45847956339518	3.62716084900018	25.7063293457031	25.3841304779053	26.1065940856934	23.6165542602539	24.4293079376221	24.7757530212402	UP	UP	UBE2E1
119	+	2.04151798868269	1.45551681518555	O15427	O15427	Monocarboxylate transporter 4	SLC16A3	314	Monocarboxylate transporter 4 OS=Homo sapiens OX=9606 GN=SLC16A3 PE=1 SV=1	6	6	6	1	2	2	2	1	1	2	2	2	2	1	1	2	465	465	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	6.9	6.9	6.9	4.3	4.3	6.9	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	6	6	6	13.5	13.5	13.5	49.469	0	66.228	0.00908828654173585	0.0209887640449438	1.45551681518555	4.73235438516472	27.8095588684082	28.1246509552002	27.8339443206787	26.600170135498	26.8904113769531	25.9110221862793	UP	UP	SLC16A3
1099	+	2.54793081119574	1.4488894144694	P52306	P52306	Rap1 GTPase-GDP dissociation stimulator 1	RAP1GDS1	1690	Rap1 GTPase-GDP dissociation stimulator 1 OS=Homo sapiens OX=9606 GN=RAP1GDS1 PE=1 SV=3	13	13	13	1	12	13	12	2	2	6	12	13	12	2	2	6	607	607	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	25.7	26.5	26.4	4.8	4.8	12.5	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	13	13	13	26.5	26.5	26.5	66.316	0	84.693	0.00283184310959507	0.0115921908893709	1.4488894144694	6.53569850993769	27.4596710205078	27.9365749359131	27.6621398925781	25.9639339447021	26.1891632080078	26.5586204528809	UP	UP	RAP1GDS1
1426	+	2.50774522383209	1.44438743591309	Q06330	Q06330	Recombining binding protein suppressor of hairless	RBPJ	2123	Recombining binding protein suppressor of hairless OS=Homo sapiens OX=9606 GN=RBPJ PE=1 SV=3	5	5	5	1	3	3	4	0	2	2	3	3	4	0	2	2	500	500	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By matching	5.8	8	9.8	0	3.2	5.4	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	5	5	5	12.4	12.4	12.4	55.637	0	4.6945	0.00310638139310501	0.0115193482688391	1.44438743591309	6.37457343431748	25.4583263397217	25.4067516326904	25.6685523986816	24.2113933563232	24.3396682739258	23.6494064331055	UP	UP	RBPJ
495	+	3.78570633295392	1.43821589152018	P08670	P08670;P41219;P17661;Q16352;P07197;P07196;P12036	Vimentin	VIM	869	Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4	103;6;5;2;2;1;1	103;6;5;2;2;1;1	100;5;4;2;2;1;1	7	98	100	97	79	74	79	95	97	94	76	71	76	466	466;470;470;499;916;543;1026	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	99.4	99.4	99.4	99.4	89.7	92.1	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	103	103	100	99.4	99.4	99.4	53.651	0	323.31	0.000163792370018667	0.00455284552845528	1.43821589152018	13.7136888389745	36.8828544616699	36.7646331787109	36.9142723083496	35.2323875427246	35.5469398498535	35.4677848815918	UP	UP	VIM
2528	+	1.94569500365898	1.42868804931641	Q9NQW6	Q9NQW6	Actin-binding protein anillin	ANLN	4046	Anillin OS=Homo sapiens OX=9606 GN=ANLN PE=1 SV=2	18	18	18	1	7	8	5	3	2	3	7	8	5	3	2	3	1124	1124	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	8.7	9.9	5.7	4	2.7	3.6	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	18	18	18	22	22	22	124.2	0	87.664	0.0113319590470839	0.0224361290322581	1.42868804931641	4.44022773558723	26.1178512573242	26.4721374511719	26.1536197662354	24.4460067749023	24.5957660675049	25.415771484375	UP	UP	ANLN
2248	+	1.67658842779774	1.42635536193848	Q96ST3	Q96ST3	Paired amphipathic helix protein Sin3a	SIN3A	3558	Paired amphipathic helix protein Sin3a OS=Homo sapiens OX=9606 GN=SIN3A PE=1 SV=2	7	7	7	1	4	4	6	0	2	4	4	4	6	0	2	4	1273	1273	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By matching	4.4	4.2	6	0	1.9	4	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	7	7	7	6.8	6.8	6.8	145.17	0	6.8912	0.021057730935528	0.0333376764386536	1.42635536193848	3.68788579104072	25.1351222991943	25.5836238861084	25.3726863861084	23.5326824188232	23.6149234771729	24.6647605895996	UP	UP	SIN3A
2272	+	3.93978520110201	1.41291236877441	Q99584	Q99584	Protein S100-A13	S100A13	3594	Protein S100-A13 OS=Homo sapiens OX=9606 GN=S100A13 PE=1 SV=1	7	7	7	1	5	5	5	4	4	5	5	5	5	4	4	5	98	98	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	49	49	39.8	45.9	45.9	49	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	7	7	7	50	50	50	11.471	0	143.24	0.000114872163039802	0.00444897959183673	1.41291236877441	15.0071147996685	29.3387088775635	29.45703125	29.3193702697754	27.7960014343262	28.0742874145508	28.0060844421387	UP	UP	S100A13
408	+	4.32977081284646	1.4099604288737	P04083	P04083	Annexin A1	ANXA1	744	Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2	45	45	45	1	42	44	39	34	30	38	42	44	39	34	30	38	346	346	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	88.7	88.7	87.6	83.8	82.1	86.4	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	45	45	45	88.7	88.7	88.7	38.714	0	323.31	4.67982040984845e-05	0.00276470588235294	1.4099604288737	18.8343651481086	33.9636993408203	33.9224700927734	34.0201072692871	32.5888862609863	32.6609344482422	32.4265747070313	UP	UP	ANXA1
1479	+	1.46517540198642	1.40311686197916	Q12972	Q12972	Nuclear inhibitor of protein phosphatase 1;Activator of RNA decay	PPP1R8	2199	Nuclear inhibitor of protein phosphatase 1 OS=Homo sapiens OX=9606 GN=PPP1R8 PE=1 SV=2	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	351	351	By MS/MS	By MS/MS	By MS/MS	By MS/MS			5.1	5.1	5.1	5.1	0	0	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	1	1	1	5.1	5.1	5.1	38.478	0	7.4221	0.0342629378130565	0.0437726001863933	1.40311686197916	3.15759911686112	24.9807643890381	25.0107765197754	24.780782699585	24.2014064788818	22.7017040252686	23.6598625183105	UP	UP	PPP1R8
92	+	1.3188597918462	1.40245119730632	O15056	O15056	Synaptojanin-2	SYNJ2	272	Synaptojanin-2 OS=Homo sapiens OX=9606 GN=SYNJ2 PE=1 SV=3	6	6	6	1	5	6	4	0	0	1	5	6	4	0	0	1	1496	1496	By MS/MS	By MS/MS	By MS/MS			By matching	4.8	5.7	3.9	0	0	1.7	Color2 [DarkGray]	1	4	NA	NA	NA	NA			6	6	6	5.7	5.7	5.7	165.54	0	9.382	0.0479888351364404	0.0566068734283319	1.40245119730632	2.81669918994685	25.3094902038574	25.2659587860107	25.2305927276611	24.8546943664551	23.4688053131104	23.2751884460449	UP	UP	SYNJ2
2635	+	2.02680303844892	1.4019947052002	Q9P0K7	Q9P0K7	Ankycorbin	RAI14	4229	Ankycorbin OS=Homo sapiens OX=9606 GN=RAI14 PE=1 SV=2	16	16	16	1	12	11	10	3	3	7	12	11	10	3	3	7	980	980	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	18.3	14.6	16.2	3.5	4.6	10.9	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	16	16	16	22.9	22.9	22.9	110.04	0	48.381	0.00940149591224013	0.0210540915395284	1.4019947052002	4.68659535304412	26.7233829498291	27.3599281311035	27.3174304962158	25.5855464935303	25.4498825073242	26.1593284606934	UP	UP	RAI14
1746	+	2.21687385987233	1.3998654683431	Q16775	Q16775	Hydroxyacylglutathione hydrolase, mitochondrial	HAGH	2573	Hydroxyacylglutathione hydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=HAGH PE=1 SV=2	7	7	7	1	6	6	7	5	3	5	6	6	7	5	3	5	308	308	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	23.7	23.7	28.2	23.4	10.1	24.4	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	7	7	7	28.2	28.2	28.2	33.805	0	14.97	0.00606912580765755	0.0172396166134185	1.3998654683431	5.30439465519596	26.8427810668945	26.933032989502	27.090633392334	25.8284454345703	25.0485572814941	25.7898483276367	UP	UP	HAGH
838	+	2.12653690819894	1.39897537231445	P31150	P31150	Rab GDP dissociation inhibitor alpha	GDI1	1324	Rab GDP dissociation inhibitor alpha OS=Homo sapiens OX=9606 GN=GDI1 PE=1 SV=2	32	22	22	1	27	30	27	19	17	23	17	20	20	11	9	15	447	447	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	62	69.4	61.3	54.1	41.6	58.6	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	32	22	22	70.2	55.3	55.3	50.582	0	69.186	0.00747245127412095	0.0185007496251874	1.39897537231445	5.00339838123622	29.7823486328125	29.0871200561523	29.7040309906006	27.9802188873291	27.9267139434814	28.4696407318115	UP	UP	GDI1
988	+	3.81225100784414	1.39616966247559	P46821	P46821	Microtubule-associated protein 1B;MAP1B heavy chain;MAP1 light chain LC1	MAP1B	1535	Microtubule-associated protein 1B OS=Homo sapiens OX=9606 GN=MAP1B PE=1 SV=2	48	48	48	1	40	38	38	14	14	22	40	38	38	14	14	22	2468	2468	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	27.9	25.8	24.9	9.5	9.2	13.5	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	48	48	48	31.2	31.2	31.2	270.63	0	323.31	0.000154080965853664	0.00363333333333333	1.39616966247559	13.9285520162006	29.7303161621094	29.788631439209	29.8129730224609	28.206901550293	28.5428886413574	28.3936214447021	UP	UP	MAP1B
1870	+	1.62059332693488	1.39503542582194	Q6WCQ1	Q6WCQ1	Myosin phosphatase Rho-interacting protein	MPRIP	2830	Myosin phosphatase Rho-interacting protein OS=Homo sapiens OX=9606 GN=MPRIP PE=1 SV=3	15	15	15	1	12	12	11	2	5	8	12	12	11	2	5	8	1025	1025	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	17.8	17.8	16.4	2.4	8.1	12.9	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	15	15	15	19.8	19.8	19.8	116.53	0	35.479	0.0239555790530355	0.0356884735202492	1.39503542582194	3.54268178019183	26.7596416473389	26.9991645812988	27.3999080657959	24.9865474700928	25.8434276580811	26.1436328887939	UP	UP	MPRIP
1724	+	1.5011149020215	1.3919054667155	Q16270	Q16270	Insulin-like growth factor-binding protein 7	IGFBP7	2541	Insulin-like growth factor-binding protein 7 OS=Homo sapiens OX=9606 GN=IGFBP7 PE=1 SV=1	5	5	5	1	4	4	4	1	3	4	4	4	4	1	3	4	282	282	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	25.5	25.5	25.5	7.1	20.9	25.5	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	5	5	5	29.4	29.4	29.4	29.13	0	20.741	0.0315417000890767	0.0419291866028708	1.3919054667155	3.24442115114567	25.8241786956787	26.2506809234619	25.8838558197021	23.8743228912354	24.6226558685303	25.2860202789307	UP	UP	IGFBP7
641	+	3.78960273222329	1.39040247599284	P16949	P16949	Stathmin	STMN1	1063	Stathmin OS=Homo sapiens OX=9606 GN=STMN1 PE=1 SV=3	13	13	11	1	13	13	13	9	11	13	11	11	11	8	10	11	149	149	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	56.4	56.4	56.4	45	51	56.4	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	13	13	11	56.4	56.4	45	17.302	0	83.174	0.000162329431530208	0.00459016393442623	1.39040247599284	13.745026184711	31.5722198486328	31.644998550415	31.5836963653564	30.1317310333252	30.0921955108643	30.4057807922363	UP	UP	STMN1
1993	+	2.64455713941314	1.38932291666667	Q8N806	Q8N806	Putative E3 ubiquitin-protein ligase UBR7	UBR7	3078	Putative E3 ubiquitin-protein ligase UBR7 OS=Homo sapiens OX=9606 GN=UBR7 PE=1 SV=2	2	2	2	1	2	2	2	1	1	0	2	2	2	1	1	0	425	425	By MS/MS	By MS/MS	By MS/MS	By matching	By matching		11.5	11.5	11.5	3.8	3.8	0	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	2	2	2	11.5	11.5	11.5	47.998	0	8.3834	0.00226695479799653	0.0108826291079812	1.38932291666667	6.93755229729323	24.7950115203857	24.7004947662354	24.3778915405273	23.3930511474609	23.3880939483643	22.9242839813232	UP	UP	UBR7
1338	+	3.29253012539347	1.38379287719727	P80723	P80723	Brain acid soluble protein 1	BASP1	1997	Brain acid soluble protein 1 OS=Homo sapiens OX=9606 GN=BASP1 PE=1 SV=2	17	17	17	1	12	11	14	9	11	12	12	11	14	9	11	12	227	227	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	80.2	74	81.5	61.2	81.5	80.2	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	17	17	17	81.5	81.5	81.5	22.693	0	323.31	0.000509882227713789	0.00468518518518519	1.38379287719727	10.254374952652	28.1025943756104	28.3680725097656	28.2324695587158	26.916955947876	26.633810043335	27.0009918212891	UP	UP	BASP1
871	+	1.75305866637204	1.3806324005127	P35241	P35241	Radixin	RDX	1377	Radixin OS=Homo sapiens OX=9606 GN=RDX PE=1 SV=1	42	16	16	1	34	33	28	22	19	21	11	11	9	3	3	4	583	583	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	46.7	44.4	40	29.3	26.8	29.5	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	42	16	16	52.5	26.9	26.9	68.563	0	240.1	0.0176579927279154	0.0315866819747417	1.3806324005127	3.89217837911302	28.3983592987061	28.5528869628906	28.5647087097168	27.4745998382568	26.4233894348145	27.4760684967041	UP	UP	RDX
2688	+	3.0485650612228	1.37601534525554	Q9UH65	Q9UH65	Switch-associated protein 70	SWAP70	4313	Switch-associated protein 70 OS=Homo sapiens OX=9606 GN=SWAP70 PE=1 SV=1	16	16	16	1	14	14	13	6	9	10	14	14	13	6	9	10	585	585	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	34	31.6	30.1	15.6	20.2	22.4	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	16	16	16	34.7	34.7	34.7	68.997	0	105.46	0.000894200562604246	0.00697435897435897	1.37601534525554	8.86515786814715	28.3384532928467	28.6809024810791	28.17307472229	26.9640007019043	27.102294921875	26.9980888366699	UP	UP	SWAP70
1400	+	2.32353840071543	1.36606216430664	Q03001	Q03001	Dystonin	DST	2083	Dystonin OS=Homo sapiens OX=9606 GN=DST PE=1 SV=4	54	53	53	1	32	35	30	13	14	16	32	35	30	13	14	16	7570	7570	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	5.7	6.3	5.8	2.3	2.2	3.1	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	54	53	53	9.7	9.6	9.6	860.65	0	117.25	0.00474746311582475	0.0148660869565217	1.36606216430664	5.67816115755859	28.1208000183105	28.7688179016113	28.0867404937744	26.8305015563965	26.9078178405762	27.1398525238037	UP	UP	DST
509	+	4.11389346110177	1.35629399617513	P09382	P09382	Galectin-1	LGALS1	885	Galectin-1 OS=Homo sapiens OX=9606 GN=LGALS1 PE=1 SV=2	15	15	15	1	14	12	12	11	9	10	14	12	12	11	9	10	135	135	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	74.8	74.8	68.9	68.9	63	63	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	15	15	15	76.3	76.3	76.3	14.716	0	323.31	7.69319142572214e-05	0.00250666666666667	1.35629399617513	16.6113944420726	32.5642929077148	32.5440216064453	32.7509689331055	31.2681312561035	31.1776561737061	31.3446140289307	UP	UP	LGALS1
9	+	2.56879115850319	1.34666697184245	Q9GZQ8	Q9GZQ8;A6NCE7	Microtubule-associated proteins 1A/1B light chain 3B;Microtubule-associated proteins 1A/1B light chain 3 beta 2	MAP1LC3B;MAP1LC3B2	12	Microtubule-associated proteins 1A/1B light chain 3B OS=Homo sapiens OX=9606 GN=MAP1LC3B PE=1 SV=3;Microtubule-associated proteins 1A/1B light chain 3 beta 2 OS=Homo sapiens OX=9606 GN=MAP1LC3B2 PE=2 SV=1	2;2	2;2	2;2	2	1	1	1	1	1	1	1	1	1	1	1	1	125	125;125	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	11.2	11.2	11.2	11.2	11.2	11.2	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	2	2	2	19.2	19.2	19.2	14.688	0	3.1849	0.00269903702071474	0.011290465631929	1.34666697184245	6.62070636501336	25.9061660766602	25.6819343566895	25.9645519256592	24.6836948394775	24.1357345581055	24.6932220458984	UP	UP	MAP1LC3B;MAP1LC3B2
883	+	3.77253287990377	1.34404754638672	P35610	P35610	Sterol O-acyltransferase 1	SOAT1	1394	Sterol O-acyltransferase 1 OS=Homo sapiens OX=9606 GN=SOAT1 PE=1 SV=3	4	4	4	1	3	4	3	3	4	3	3	4	3	3	4	3	550	550	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	8.4	12.2	8.4	8.4	12.2	8.4	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	4	4	4	12.2	12.2	12.2	64.734	0	66.831	0.000168836803037042	0.00448	1.34404754638672	13.6082493664985	26.7414970397949	26.9117088317871	26.9005813598633	25.6543617248535	25.3707256317139	25.4965572357178	UP	UP	SOAT1
2782	+	2.46733864599675	1.34214909871419	Q9Y223	Q9Y223	Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase;UDP-N-acetylglucosamine 2-epimerase (hydrolyzing);N-acetylmannosamine kinase	GNE	4461	Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase OS=Homo sapiens OX=9606 GN=GNE PE=1 SV=1	8	8	8	1	8	7	5	2	4	4	8	7	5	2	4	4	722	722	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	17	15.7	11.4	2.9	9	9.7	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	8	8	8	17	17	17	79.274	0	24.998	0.00340926966319965	0.0121796875	1.34214909871419	6.2159861316584	27.1530590057373	26.935733795166	26.5806083679199	25.7850399017334	25.3102531433105	25.5476608276367	UP	UP	GNE
1831	+	2.04122543900912	1.32685534159343	Q66K74	Q66K74	Microtubule-associated protein 1S;MAP1S heavy chain;MAP1S light chain	MAP1S	2740	Microtubule-associated protein 1S OS=Homo sapiens OX=9606 GN=MAP1S PE=1 SV=2	6	6	6	1	1	2	5	1	1	1	1	2	5	1	1	1	1059	1059	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	2.1	3.3	9.7	2.1	2.1	2.1	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	6	6	6	11.1	11.1	11.1	112.21	0	11.651	0.00909441066045217	0.0209593267882188	1.32685534159343	4.73144139497861	25.7548599243164	25.403829574585	26.0411796569824	24.3729858398438	24.0582103729248	24.788106918335	UP	UP	MAP1S
656	+	1.91115160680613	1.32633845011393	P18031	P18031	Tyrosine-protein phosphatase non-receptor type 1	PTPN1	1083	Tyrosine-protein phosphatase non-receptor type 1 OS=Homo sapiens OX=9606 GN=PTPN1 PE=1 SV=1	22	22	22	1	17	17	17	7	9	13	17	17	17	7	9	13	435	435	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	53.8	52	54.3	20	26.7	43	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	22	22	22	61.8	61.8	61.8	49.966	0	150.49	0.0122701082215817	0.0231496855345912	1.32633845011393	4.33821900118825	28.5829429626465	29.4685153961182	29.4262847900391	27.8218936920166	27.662956237793	28.0138778686523	UP	UP	PTPN1
1017	+	4.02597280972907	1.31975301106771	P48960	P48960;Q9UHX3	CD97 antigen;CD97 antigen subunit alpha;CD97 antigen subunit beta	CD97	1570	CD97 antigen OS=Homo sapiens OX=9606 GN=CD97 PE=1 SV=4	22;3	22;3	22;3	2	11	10	11	4	6	7	11	10	11	4	6	7	835	835;823	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	18.8	18.8	19.6	8.3	13.3	14	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	22	22	22	32	32	32	91.868	0	323.31	9.4194856811032e-05	0.00218604651162791	1.31975301106771	15.7814482789946	28.6233825683594	28.4972038269043	28.6546497344971	27.1359443664551	27.3277454376221	27.3522872924805	UP	UP	CD97
2906	+	1.60709764874895	1.31091245015462	Q9Y6K9	Q9Y6K9	NF-kappa-B essential modulator	IKBKG	4648	NF-kappa-B essential modulator OS=Homo sapiens OX=9606 GN=IKBKG PE=1 SV=2	6	6	6	1	3	4	4	1	2	2	3	4	4	1	2	2	419	419	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	13.4	17.2	15.8	5.3	8.6	8.1	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	6	6	6	22.2	22.2	22.2	48.197	0	10.583	0.0247116845377831	0.0372755417956656	1.31091245015462	3.50821842535313	26.0023021697998	26.0003681182861	26.0247478485107	23.9897117614746	24.8470420837402	25.257926940918	UP	UP	IKBKG
1335	+	2.77800405175664	1.30921045939128	P80217	P80217	Interferon-induced 35 kDa protein	IFI35	1993	Interferon-induced 35 kDa protein OS=Homo sapiens OX=9606 GN=IFI35 PE=1 SV=5	3	3	3	1	3	3	2	0	2	1	3	3	2	0	2	1	286	286	By MS/MS	By matching	By MS/MS		By matching	By matching	12.9	12.9	9.8	0	9.8	3.8	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	3	3	3	12.9	12.9	12.9	31.546	0	4.4364	0.00166723165801669	0.00986096256684492	1.30921045939128	7.52799631076414	25.7201232910156	25.5897235870361	25.8386039733887	24.2326946258545	24.7231216430664	24.2650032043457	UP	UP	IFI35
2899	+	4.75643336742563	1.30835469563802	Q9Y696	Q9Y696	Chloride intracellular channel protein 4	CLIC4	4633	Chloride intracellular channel protein 4 OS=Homo sapiens OX=9606 GN=CLIC4 PE=1 SV=4	17	17	17	1	16	14	15	13	13	14	16	14	15	13	13	14	253	253	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	69.6	69.6	69.6	62.8	53	59.7	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	17	17	17	69.6	69.6	69.6	28.772	0	322.19	1.75213123812877e-05	0.0023	1.30835469563802	24.121606771118	30.9095630645752	31.0772457122803	31.0028972625732	29.7141418457031	29.639720916748	29.7107791900635	UP	UP	CLIC4
